Filippino Word,English Word,Pronunciation,Example Context,Example English,Survival,Difficulty Level,Icon,Audio Link,Real Audio
Eksperimento,Experiment,Ek-sper-ee-men-toh,Gumawa kami ng eksperimento.,We did an experiment.,,3,🟠,https://example.com/audio/tagalog/eksperimento.mp3,./tagalog_audio/eksperimento.mp3
Eksperto, Expert, eks-per-to, Eksperto siya sa larong ito., He is an expert in this game.,,3,🟠,https://example.com/audio/tagalog/eksperto.mp3,./tagalog_audio/eksperto.mp3
Eksplorasyon, Exploration, eks-plo-ra-syon, Nagsagawa sila ng eksplorasyon sa dagat., They conducted an exploration in the sea.,,3,🟠,https://example.com/audio/tagalog/eksplorasyon.mp3,./tagalog_audio/eksplorasyon.mp3
Ekspo,Expo,Ek-spoh,Nasa ekspo ang produkto.,The product is at the expo.,,3,🟠,https://example.com/audio/tagalog/ekspo.mp3,./tagalog_audio/ekspo.mp3
Eksport,Export,Ek-sport,Nag-eksport sila ng bigas.,They exported rice.,,3,🟠,https://example.com/audio/tagalog/eksport.mp3,./tagalog_audio/eksport.mp3
Eksportasyon,Exportation,Ek-spor-tah-syon,Nag-eksportasyon sila ng prutas.,They exported fruits.,,3,🟠,https://example.com/audio/tagalog/eksportasyon.mp3,./tagalog_audio/eksportasyon.mp3
Ekspresyon, Expression, eks-pres-yon, Ang kanyang ekspresyon ay masaya., His expression is happy.,,3,🟠,https://example.com/audio/tagalog/ekspresyon.mp3,./tagalog_audio/ekspresyon.mp3
Ekstendsyon,Extension,Ek-sten-syon,May ekstendsyon ang proyekto.,The project has an extension.,,3,🟠,https://example.com/audio/tagalog/ekstendsyon.mp3,./tagalog_audio/ekstendsyon.mp3
Eksterno,External,Ek-ster-noh,Eksterno ang problema.,The problem is external.,,3,🟠,https://example.com/audio/tagalog/eksterno.mp3,./tagalog_audio/eksterno.mp3
Ekstra,Extra,Ek-strah,May ekstra akong pera.,I have extra money.,,3,🟠,https://example.com/audio/tagalog/ekstra.mp3,./tagalog_audio/ekstra.mp3
Ekstrang,Spare,Ek-strang,Ekstrang ang gulong.,The tire is spare.,,3,🟠,https://example.com/audio/tagalog/ekstrang.mp3,./tagalog_audio/ekstrang.mp3
Ekwador,Equator,Ek-wah-dor,Malayo ang Ekwador.,The equator is far.,,3,🟠,https://example.com/audio/tagalog/ekwador.mp3,./tagalog_audio/ekwador.mp3
Elastik,Elastic,Eh-las-tik,Elastik ang damit.,The clothes are elastic.,,3,🟠,https://example.com/audio/tagalog/elastik.mp3,./tagalog_audio/elastik.mp3
Elbow,Elbow,El-bow,Masakit ang elbow ko.,My elbow hurts.,,3,🟠,https://example.com/audio/tagalog/elbow.mp3,./tagalog_audio/elbow.mp3
Eleksiyon,Election,Eh-lek-syon,Nasa eleksiyon ang boto.,The vote is in the election.,,3,🟠,https://example.com/audio/tagalog/eleksiyon.mp3,./tagalog_audio/eleksiyon.mp3
Elektrik,Electric,Eh-lek-treek,Elektrik ang ilaw.,The light is electric.,,3,🟠,https://example.com/audio/tagalog/elektrik.mp3,./tagalog_audio/elektrik.mp3
Elektripikasyon,Electrification,Eh-lek-tree-pee-kah-syon,Nasa plano ang elektripikasyon.,Electrification is in the plan.,,3,🟠,https://example.com/audio/tagalog/elektripikasyon.mp3,./tagalog_audio/elektripikasyon.mp3
Elektrisidad,Electricity,Eh-lek-tree-see-dad,Walang elektrisidad ngayon.,There's no electricity now.,,3,🟠,https://example.com/audio/tagalog/elektrisidad.mp3,./tagalog_audio/elektrisidad.mp3
Elektrisyan,Electrician,Eh-lek-tree-syan,Elektrisyan ang kapatid ko.,My sibling is an electrician.,,3,🟠,https://example.com/audio/tagalog/elektrisyan.mp3,./tagalog_audio/elektrisyan.mp3
Elektron,Electron,Eh-lek-tron,Aralin mo ang elektron.,Study the electron.,,3,🟠,https://example.com/audio/tagalog/elektron.mp3,./tagalog_audio/elektron.mp3
Elektronik,Electronic,Eh-lek-tro-nik,Elektronik ang laruan.,The toy is electronic.,,3,🟠,https://example.com/audio/tagalog/elektronik.mp3,./tagalog_audio/elektronik.mp3
Elektroniks,Electronics,Eh-lek-tro-niks,Nasa tindahan ang elektroniks.,The electronics are in the store.,,3,🟠,https://example.com/audio/tagalog/elektroniks.mp3,./tagalog_audio/elektroniks.mp3
Elementarya,Elementary,Eh-leh-men-tar-yah,Nasa elementarya ang bata.,The child is in elementary school.,,3,🟠,https://example.com/audio/tagalog/elementarya.mp3,./tagalog_audio/elementarya.mp3
Elemento, Element, e-le-men-to, Mahalaga ang tubig bilang elemento., Water is an important element.,,3,🟠,https://example.com/audio/tagalog/elemento.mp3,./tagalog_audio/elemento.mp3
Elevator,Elevator,Eh-leh-vey-tor,Nasa elevator kami.,We're in the elevator.,,3,🟠,https://example.com/audio/tagalog/elevator.mp3,./tagalog_audio/elevator.mp3
Elisi,Scissors (variant),Eh-lee-see,Gamitin mo ang elisi.,Use the scissors.,,3,🟠,https://example.com/audio/tagalog/elisi.mp3,./tagalog_audio/elisi.mp3
Email,Email,Ee-meyl,Padalhan mo ako ng email.,Send me an email.,,3,🟠,https://example.com/audio/tagalog/email.mp3,./tagalog_audio/email.mp3
Embahada, Embassy, em-ba-ha-da, Pumunta siya sa embahada ng Pilipinas., He went to the Philippine embassy.,,3,🟠,https://example.com/audio/tagalog/embahada.mp3,./tagalog_audio/embahada.mp3
Embalsamador,Embalmer,em-bal-sa-ma-dor,Ang embalsamador ang nag-aasikaso ng katawan bago ilibing.,The embalmer prepares the body before burial.,,3,🟠,https://example.com/audio/tagalog/embalsamador.mp3,./tagalog_audio/embalsamador.mp3
Embassy,Embassy,Em-bah-see,Nasa embassy ang pasaporte.,The passport is at the embassy.,,3,🟠,https://example.com/audio/tagalog/embassy.mp3,./tagalog_audio/embassy.mp3
Emerald,Emerald,Eh-meh-rald,Verde ang emerald.,The emerald is green.,,3,🟠,https://example.com/audio/tagalog/emerald.mp3,./tagalog_audio/emerald.mp3
Emerhensiya,Emergency,Eh-mer-hen-see-yah,May emerhensiya sa bahay.,There's an emergency at home.,,3,🟠,https://example.com/audio/tagalog/emerhensiya.mp3,./tagalog_audio/emerhensiya.mp3
Emerhensiyang,Emergency (adj),Eh-mer-hen-see-yang,Emerhensiyang ang tawag.,The call is emergency.,,3,🟠,https://example.com/audio/tagalog/emerhensiyang.mp3,./tagalog_audio/emerhensiyang.mp3
Emosyon,Emotion,Eh-mo-syon,Maraming emosyon ang pelikula.,The movie has a lot of emotion.,,3,🟠,https://example.com/audio/tagalog/emosyon.mp3,./tagalog_audio/emosyon.mp3
Empake,Packing,Em-pah-keh,Nag-empake ako ng damit.,I packed clothes.,,3,🟠,https://example.com/audio/tagalog/empake.mp3,./tagalog_audio/empake.mp3
Emperador,Emperor,Em-peh-rah-dor,Emperador ang pinuno noon.,The leader then was an emperor.,,3,🟠,https://example.com/audio/tagalog/emperador.mp3,./tagalog_audio/emperador.mp3
Empirikal,Empirical,Em-pee-ree-kal,Empirikal ang datos.,The data is empirical.,,3,🟠,https://example.com/audio/tagalog/empirikal.mp3,./tagalog_audio/empirikal.mp3
Empleyado, Employee, em-ple-ya-do, Masipag ang empleyado sa opisina., The employee is hardworking in the office.,,3,🟠,https://example.com/audio/tagalog/empleyado.mp3,./tagalog_audio/empleyado.mp3
Empleyo,Employment,Em-pleh-yoh,Nasa empleyo si tatay.,Dad is in employment.,,3,🟠,https://example.com/audio/tagalog/empleyo.mp3,./tagalog_audio/empleyo.mp3
Enabes,Envy,Eh-nah-bes,Huwag kang mag-enabes.,Don't be envious.,,3,🟠,https://example.com/audio/tagalog/enabes.mp3,./tagalog_audio/enabes.mp3
Encyclopedia,Encyclopedia,En-sai-klo-pee-dee-yah,Nasa library ang encyclopedia.,The encyclopedia is in the library.,,3,🟠,https://example.com/audio/tagalog/encyclopedia.mp3,./tagalog_audio/encyclopedia.mp3
Endorsement,Endorsement,En-dors-ment,May endorsement ang produkto.,The product has an endorsement.,,3,🟠,https://example.com/audio/tagalog/endorsement.mp3,./tagalog_audio/endorsement.mp3
Enemy,Enemy,Eh-neh-mee,Sino ang enemy mo?,Who's your enemy?,,3,🟠,https://example.com/audio/tagalog/enemy.mp3,./tagalog_audio/enemy.mp3
Enerhiya, Energy, e-ner-hi-ya, Kailangan natin ng sapat na enerhiya., We need enough energy.,,3,🟠,https://example.com/audio/tagalog/enerhiya.mp3,./tagalog_audio/enerhiya.mp3
Engganyo,Entice,Eng-gan-yoh,Engganyo mo ang bata.,Entice the child.,,3,🟠,https://example.com/audio/tagalog/engganyo.mp3,./tagalog_audio/engganyo.mp3
Enggrandeng,Grand,Eng-gran-deng,Enggrandeng ang bahay.,The house is grand.,,3,🟠,https://example.com/audio/tagalog/enggrandeng.mp3,./tagalog_audio/enggrandeng.mp3
Engine,Engine,En-jin,Nasa kotse ang engine.,The engine is in the car.,,3,🟠,https://example.com/audio/tagalog/engine.mp3,./tagalog_audio/engine.mp3
Engineer,Engineer,En-ji-neer,Engineer ang tito ko.,My uncle is an engineer.,,3,🟠,https://example.com/audio/tagalog/engineer.mp3,./tagalog_audio/engineer.mp3
Engkanto,Enchanted being,Eng-kan-toh,Nasa gubat ang engkanto.,The enchanted being is in the forest.,,3,🟠,https://example.com/audio/tagalog/engkanto.mp3,./tagalog_audio/engkanto.mp3
Englis,English,Eng-lis,Nagsalita siya ng Englis.,He spoke English.,,3,🟠,https://example.com/audio/tagalog/englis.mp3,./tagalog_audio/englis.mp3
Enjoy,Enjoy,En-joy,Nag-enjoy kami sa party.,We enjoyed the party.,,3,🟠,https://example.com/audio/tagalog/enjoy.mp3,./tagalog_audio/enjoy.mp3
Enoh,Hiccup,Eh-noh,Nag-enoh siya kanina.,He hiccuped earlier.,,1,🟢,https://example.com/audio/tagalog/enoh.mp3,./tagalog_audio/enoh.mp3
Ensalada,Salad,En-sah-lah-dah,Gusto ko ng ensalada.,I want salad.,,3,🟠,https://example.com/audio/tagalog/ensalada.mp3,./tagalog_audio/ensalada.mp3
Ensaladang talong,Eggplant salad,En-sah-lah-dang tah-long,Ginamit niya ang ensaladang talong.,He used eggplant salad.,,3,🟠,https://example.com/audio/tagalog/ensaladang_talong.mp3,./tagalog_audio/ensaladang_talong.mp3
Ensayo, Practice, en-sa-yo, Nag-eensayo sila para sa kompetisyon., They are practicing for the competition.,,3,🟠,https://example.com/audio/tagalog/ensayo.mp3,./tagalog_audio/ensayo.mp3
Entablado,Stage,En-tah-blah-doh,Nasa entablado ang dula.,The play is on the stage.,,3,🟠,https://example.com/audio/tagalog/entablado.mp3,./tagalog_audio/entablado.mp3
Enteng,Light (weight),En-teng,Enteng ang bag ko.,My bag is light.,,3,🟠,https://example.com/audio/tagalog/enteng.mp3,./tagalog_audio/enteng.mp3
Entomolohiya,Entomology,En-toh-mo-loh-hee-yah,Aralin mo ang entomolohiya.,Study entomology.,,3,🟠,https://example.com/audio/tagalog/entomolohiya.mp3,./tagalog_audio/entomolohiya.mp3
Entrada,Entrance (variant),En-trah-dah,Nasa entrada ang tiket.,The ticket is at the entrance.,,3,🟠,https://example.com/audio/tagalog/entrada.mp3,./tagalog_audio/entrada.mp3
Entrance,Entrance,En-trans,Nasa entrance ang guwardiya.,The guard is at the entrance.,,3,🟠,https://example.com/audio/tagalog/entrance.mp3,./tagalog_audio/entrance.mp3
Entrega,Delivery,En-treh-gah,Nasa pintuan ang entrega.,The delivery is at the door.,,3,🟠,https://example.com/audio/tagalog/entrega.mp3,./tagalog_audio/entrega.mp3
Entrepreneur,Entrepreneur,En-tre-pre-noor,Entrepreneur ang nanay ko.,My mom is an entrepreneur.,,3,🟠,https://example.com/audio/tagalog/entrepreneur.mp3,./tagalog_audio/entrepreneur.mp3
Envelope,Envelope,En-ve-lop,Nasa envelope ang sulat.,The letter is in the envelope.,,3,🟠,https://example.com/audio/tagalog/envelope.mp3,./tagalog_audio/envelope.mp3
Epekto, Effect, e-pek-to, May epekto ang gamot na ito., This medicine has an effect.,,3,🟠,https://example.com/audio/tagalog/epekto.mp3,./tagalog_audio/epekto.mp3
Epiko, Epic, e-pi-ko, Binasa namin ang isang epiko sa klase., We read an epic in class.,,3,🟠,https://example.com/audio/tagalog/epiko.mp3,./tagalog_audio/epiko.mp3
Episode,Episode,Eh-pee-sod,Nasa TV ang episode.,The episode is on TV.,,3,🟠,https://example.com/audio/tagalog/episode.mp3,./tagalog_audio/episode.mp3
Epok, Era, e-pok, Ang epok na ito ay puno ng pagbabago., This era is full of changes.,,1,🟢,https://example.com/audio/tagalog/epok.mp3,./tagalog_audio/epok.mp3
Equal,Equal,Ee-kwal,Equal ang puntos natin.,Our points are equal.,,3,🟠,https://example.com/audio/tagalog/equal.mp3,./tagalog_audio/equal.mp3
Eraser,Eraser,Eh-rey-ser,Nasa mesa ang eraser.,The eraser is on the table.,,3,🟠,https://example.com/audio/tagalog/eraser.mp3,./tagalog_audio/eraser.mp3
Ermitanyo, Hermit, er-mi-tan-yo, Nakatira ang ermitanyo sa bundok., The hermit lives in the mountains.,,3,🟠,https://example.com/audio/tagalog/ermitanyo.mp3,./tagalog_audio/ermitanyo.mp3
Eroplano, Airplane, e-ro-pla-no, Lumipad ang eroplano sa himpapawid., The airplane flew in the sky.,1.0,3,🟠,https://example.com/audio/tagalog/eroplano.mp3,./tagalog_audio/eroplano.mp3
Error,Error,Eh-ror,May error ang sagot.,There's an error in the answer.,,3,🟠,https://example.com/audio/tagalog/error.mp3,./tagalog_audio/error.mp3
Eskalera,Staircase,Es-kah-leh-rah,Nasa eskalera ang bata.,The child is on the staircase.,,3,🟠,https://example.com/audio/tagalog/eskalera.mp3,./tagalog_audio/eskalera.mp3
Eskandalo, Scandal, es-kan-da-lo, Malaking eskandalo ang nangyari kahapon., A big scandal happened yesterday.,,3,🟠,https://example.com/audio/tagalog/eskandalo.mp3,./tagalog_audio/eskandalo.mp3
Eskandaloso,Scandalous,Es-kan-dah-loh-soh,Eskandaloso ang balita.,The news is scandalous.,,3,🟠,https://example.com/audio/tagalog/eskandaloso.mp3,./tagalog_audio/eskandaloso.mp3
Eskina,Corner (street),Es-kee-nah,Nasa eskina ang tindahan.,The store is at the corner.,,3,🟠,https://example.com/audio/tagalog/eskina.mp3,./tagalog_audio/eskina.mp3
Eskoba,Broom,Es-ko-bah,Gamitin mo ang eskoba.,Use the broom.,,3,🟠,https://example.com/audio/tagalog/eskoba.mp3,./tagalog_audio/eskoba.mp3
Eskolar,Scholar,Es-ko-lar,Eskolar ang kapatid ko.,My sibling is a scholar.,,3,🟠,https://example.com/audio/tagalog/eskolar.mp3,./tagalog_audio/eskolar.mp3
Eskriba,Scribe,Es-kree-bah,Eskriba ang lolo ko noon.,My grandpa was a scribe back then.,,3,🟠,https://example.com/audio/tagalog/eskriba.mp3,./tagalog_audio/eskriba.mp3
Eskrim,Fence,Es-kreem,Mataas ang eskrim sa bahay.,The fence at the house is high.,,3,🟠,https://example.com/audio/tagalog/eskrim.mp3,./tagalog_audio/eskrim.mp3
Eskrin,Screen,Es-kreen,Nasa eskrin ang pelikula.,The movie is on the screen.,,3,🟠,https://example.com/audio/tagalog/eskrin.mp3,./tagalog_audio/eskrin.mp3
Eskultura, Sculpture, es-kul-tu-ra, Ang eskultura ay gawa sa kahoy., The sculpture is made of wood.,,3,🟠,https://example.com/audio/tagalog/eskultura.mp3,./tagalog_audio/eskultura.mp3
Eskuwela,School,Es-kweh-lah,Nasa eskuwela ang anak ko.,My child is at school.,,2,🟡,https://example.com/audio/tagalog/eskuwela.mp3,./tagalog_audio/eskuwela.mp3
Eskwela, School, es-kwe-la, Araw-araw siyang pumapasok sa eskwela., He goes to school every day.,,2,🟡,https://example.com/audio/tagalog/eskwela.mp3,./tagalog_audio/eskwela.mp3
Espada, Sword, es-pa-da, Gamit niya ang espada sa laban., He uses a sword in the battle.,,3,🟠,https://example.com/audio/tagalog/espada.mp3,./tagalog_audio/espada.mp3
Espasyo,Space,Es-pas-yoh,Malaki ang espasyo dito.,The space here is big.,,3,🟠,https://example.com/audio/tagalog/espasyo.mp3,./tagalog_audio/espasyo.mp3
Espeho,Mirror,Es-peh-hoh,Nasa banyo ang espeho.,The mirror is in the bathroom.,,3,🟠,https://example.com/audio/tagalog/espeho.mp3,./tagalog_audio/espeho.mp3
Espesyal, Special, es-pe-syal, Espesyal ang araw na ito para sa akin., This day is special for me.,,3,🟠,https://example.com/audio/tagalog/espesyal.mp3,./tagalog_audio/espesyal.mp3
Espiritu,Spirit,Es-pee-ree-too,Malakas ang espiritu niya.,His spirit is strong.,,3,🟠,https://example.com/audio/tagalog/espiritu.mp3,./tagalog_audio/espiritu.mp3
Espiritwal,Spiritual,Es-pee-reet-wal,Espiritwal ang dasal.,The prayer is spiritual.,,3,🟠,https://example.com/audio/tagalog/espiritwal.mp3,./tagalog_audio/espiritwal.mp3
Espongha,Sponge,Es-pon-hah,Gamitin mo ang espongha.,Use the sponge.,,3,🟠,https://example.com/audio/tagalog/espongha.mp3,./tagalog_audio/espongha.mp3
Estadyum,Stadium,Es-tad-yum,Nasa estadyum ang laro.,The game is in the stadium.,,3,🟠,https://example.com/audio/tagalog/estadyum.mp3,./tagalog_audio/estadyum.mp3
Estante,Shelf,Es-tan-teh,Nasa estante ang libro.,The book is on the shelf.,,3,🟠,https://example.com/audio/tagalog/estante.mp3,./tagalog_audio/estante.mp3
Estasyon,Station,Es-tas-yon,Nasa estasyon ang tren.,The train is at the station.,,3,🟠,https://example.com/audio/tagalog/estasyon.mp3,./tagalog_audio/estasyon.mp3
Estasyon-wagon,Station wagon,Es-tas-yon-wah-gon,Nasa garahe ang estasyon-wagon.,The station wagon is in the garage.,,3,🟠,https://example.com/audio/tagalog/estasyon-wagon.mp3,./tagalog_audio/estasyon-wagon.mp3
Estimasyon,Estimation,Es-tee-mah-syon,Ano ang estimasyon mo?,What's your estimation?,,3,🟠,https://example.com/audio/tagalog/estimasyon.mp3,./tagalog_audio/estimasyon.mp3
Estino,Stubborn,Es-tee-noh,Estino ang kapatid ko.,My sibling is stubborn.,,3,🟠,https://example.com/audio/tagalog/estino.mp3,./tagalog_audio/estino.mp3
Estopado,Stewed meat,Es-toh-pah-doh,Gusto ko ng estopado.,I want stewed meat.,,3,🟠,https://example.com/audio/tagalog/estopado.mp3,./tagalog_audio/estopado.mp3
Estorya,Story,Es-tor-yah,Maganda ang estorya niya.,His story is nice.,,3,🟠,https://example.com/audio/tagalog/estorya.mp3,./tagalog_audio/estorya.mp3
Estranghero, Stranger, es-trang-he-ro, May estrangherong dumaan sa kalsada., A stranger passed by the street.,,3,🟠,https://example.com/audio/tagalog/estranghero.mp3,./tagalog_audio/estranghero.mp3
Estratehiya, Strategy, es-tra-te-hi-ya, Kailangan ng matibay na estratehiya., A strong strategy is needed.,,3,🟠,https://example.com/audio/tagalog/estratehiya.mp3,./tagalog_audio/estratehiya.mp3
Estrikto,Strict,Es-treek-toh,Estrikto ang guro ko.,My teacher is strict.,,3,🟠,https://example.com/audio/tagalog/estrikto.mp3,./tagalog_audio/estrikto.mp3
Estudiante,Student (variant),Es-too-dee-yan-teh,Estudiante si Juan.,Juan is a student.,,3,🟠,https://example.com/audio/tagalog/estudiante.mp3,./tagalog_audio/estudiante.mp3
Estudyante, Student, es-tu-dyan-te, Masipag mag-aral ang estudyante., The student studies diligently.,,3,🟠,https://example.com/audio/tagalog/estudyante.mp3,./tagalog_audio/estudyante.mp3
Etika, Ethics, e-ti-ka, Mahalaga ang etika sa trabaho., Ethics are important in work.,,3,🟠,https://example.com/audio/tagalog/etika.mp3,./tagalog_audio/etika.mp3
Etyolohiya, Etymology, e-tyo-lo-hi-ya, Pinag-aralan namin ang etyolohiya ng salita., We studied the etymology of the word.,,3,🟠,https://example.com/audio/tagalog/etyolohiya.mp3,./tagalog_audio/etyolohiya.mp3
Fabrika, Factory, fab-ri-ka, Nagtatrabaho siya sa isang fabrika., He works in a factory.,,3,🟠,https://example.com/audio/tagalog/fabrika.mp3,./tagalog_audio/fabrika.mp3
Familia, Family, fa-mi-lya, Mahalaga ang familia sa buhay., Family is important in life.,,3,🟠,https://example.com/audio/tagalog/familia.mp3,./tagalog_audio/familia.mp3
Famous, Famous, fa-mos, Sikat siya dahil famous ang kanyang kanta., He is popular because his song is famous.,,3,🟠,https://example.com/audio/tagalog/famous.mp3,./tagalog_audio/famous.mp3
Fan, Fan, fan, Binuksan niya ang fan dahil mainit., He turned on the fan because it's hot.,,1,🟢,https://example.com/audio/tagalog/fan.mp3,./tagalog_audio/fan.mp3
Fantasia, Fantasy, fan-ta-sya, Gusto niyang mabuhay sa isang fantasia., He wants to live in a fantasy.,,3,🟠,https://example.com/audio/tagalog/fantasia.mp3,./tagalog_audio/fantasia.mp3
Farm, Farm, farm, May malaking farm ang kanyang pamilya., His family owns a large farm.,,1,🟢,https://example.com/audio/tagalog/farm.mp3,./tagalog_audio/farm.mp3
Farmacia, Pharmacy, far-ma-sya, Bumili siya ng gamot sa farmacia., He bought medicine at the pharmacy.,,3,🟠,https://example.com/audio/tagalog/farmacia.mp3,./tagalog_audio/farmacia.mp3
Farmer, Farmer, far-mer, Masipag ang farmer sa bukid., The farmer is hardworking in the field.,,3,🟠,https://example.com/audio/tagalog/farmer.mp3,./tagalog_audio/farmer.mp3
Federasyon,Federation,fe-de-ra-syon,Kasapi siya ng isang federasyon.,He is a member of a federation.,,3,🟠,https://example.com/audio/tagalog/federasyon.mp3,./tagalog_audio/federasyon.mp3
Felicidad, Happiness, fe-li-si-dad, Ang tunay na felicidad ay nasa pamilya., True happiness is with family.,,3,🟠,https://example.com/audio/tagalog/felicidad.mp3,./tagalog_audio/felicidad.mp3
Feria, Fair, fe-ri-a, Pumunta kami sa feria kagabi., We went to the fair last night.,,3,🟠,https://example.com/audio/tagalog/feria.mp3,./tagalog_audio/feria.mp3
Feroz, Fierce, fe-roz, Feroz ang leon sa gubat., The lion in the jungle is fierce.,,3,🟠,https://example.com/audio/tagalog/feroz.mp3,./tagalog_audio/feroz.mp3
Fertilizer,Fertilizer,fer-ti-li-zer,Gumagamit sila ng fertilizer sa bukid.,They use fertilizer on the farm.,,3,🟠,https://example.com/audio/tagalog/fertilizer.mp3,./tagalog_audio/fertilizer.mp3
Fiesta, Festival, fies-ta, Masaya ang fiesta sa aming bayan., The festival in our town is fun.,,3,🟠,https://example.com/audio/tagalog/fiesta.mp3,./tagalog_audio/fiesta.mp3
File,File,fi-le,Itago mo ang file sa isang ligtas na lugar.,Keep the file in a safe place.,,1,🟢,https://example.com/audio/tagalog/file.mp3,./tagalog_audio/file.mp3
Filipino, Filipino, fi-li-pi-no, Ako ay isang Filipino., I am a Filipino.,,3,🟠,https://example.com/audio/tagalog/filipino.mp3,./tagalog_audio/filipino.mp3
Fin, End, fin, Malapit na ang fin ng pelikula., The movie is about to end.,,1,🟢,https://example.com/audio/tagalog/fin.mp3,./tagalog_audio/fin.mp3
Final, Final, fi-nal, Malapit na ang final exam., The final exam is near.,,3,🟠,https://example.com/audio/tagalog/final.mp3,./tagalog_audio/final.mp3
Firma, Signature, fir-ma, Ilagay mo ang firma mo sa papel., Put your signature on the paper.,,3,🟠,https://example.com/audio/tagalog/firma.mp3,./tagalog_audio/firma.mp3
Flor, Flower, flor, Maganda ang flor sa hardin., The flower in the garden is beautiful.,,1,🟢,https://example.com/audio/tagalog/flor.mp3,./tagalog_audio/flor.mp3
Florera,Flower Vase,flo-re-ra,Nasa mesa ang florera na may bulaklak.,The flower vase with flowers is on the table.,,3,🟠,https://example.com/audio/tagalog/florera.mp3,./tagalog_audio/florera.mp3
Fondo, Fund, fon-do, May sapat siyang fondo para sa negosyo., He has enough funds for the business.,,3,🟠,https://example.com/audio/tagalog/fondo.mp3,./tagalog_audio/fondo.mp3
Forma, Form, for-ma, Punan mo ang forma bago ipasa., Fill out the form before submitting it.,,3,🟠,https://example.com/audio/tagalog/forma.mp3,./tagalog_audio/forma.mp3
Fortaleza, Strength, for-ta-le-za, Malakas ang kanyang fortaleza., His strength is great.,,3,🟠,https://example.com/audio/tagalog/fortaleza.mp3,./tagalog_audio/fortaleza.mp3
Franco, Frank, fran-ko, Maging franco ka sa pagsasalita., Be frank in speaking.,,3,🟠,https://example.com/audio/tagalog/franco.mp3,./tagalog_audio/franco.mp3
Frasco, Bottle, fras-ko, May laman na tubig ang frasco., The bottle contains water.,,3,🟠,https://example.com/audio/tagalog/frasco.mp3,./tagalog_audio/frasco.mp3
Fresco, Fresh, fres-ko, Masarap ang fresco na prutas., The fresh fruit is delicious.,,3,🟠,https://example.com/audio/tagalog/fresco.mp3,./tagalog_audio/fresco.mp3
Frutas,Fruits,fru-tas,Masustansya ang pagkain ng frutas.,Eating fruits is nutritious.,,3,🟠,https://example.com/audio/tagalog/frutas.mp3,./tagalog_audio/frutas.mp3
Fuego, Fire, fue-go, May fuego sa bundok., There is a fire in the mountain.,,3,🟠,https://example.com/audio/tagalog/fuego.mp3,./tagalog_audio/fuego.mp3
Fuente, Fountain, fuen-te, Maganda ang fuente sa plaza., The fountain in the plaza is beautiful.,,3,🟠,https://example.com/audio/tagalog/fuente.mp3,./tagalog_audio/fuente.mp3
Fuerte, Strong, fuer-te, Fuerte ang kanyang pangangatawan., His body is strong.,,3,🟠,https://example.com/audio/tagalog/fuerte.mp3,./tagalog_audio/fuerte.mp3
Fundamento, Foundation, fun-da-men-to, Malakas ang fundamento ng bahay nila., The foundation of their house is strong.,,3,🟠,https://example.com/audio/tagalog/fundamento.mp3,./tagalog_audio/fundamento.mp3
Futbol, Football, fut-bol, Mahilig siya sa futbol., He loves football.,,3,🟠,https://example.com/audio/tagalog/futbol.mp3,./tagalog_audio/futbol.mp3
Futuro, Future, fu-tu-ro, Mahalaga ang edukasyon para sa futuro., Education is important for the future.,,3,🟠,https://example.com/audio/tagalog/futuro.mp3,./tagalog_audio/futuro.mp3
Gabi, Night, ga-bi, Tahimik ang gabi sa probinsya., The night is quiet in the province.,,1,🟢,https://example.com/audio/tagalog/gabi.mp3,./tagalog_audio/gabi.mp3
Galing, Skill, ga-ling, Ipinakita niya ang kanyang galing sa sayaw., He showed his skill in dancing.,,3,🟠,https://example.com/audio/tagalog/galing.mp3,./tagalog_audio/galing.mp3
Galit,Angry,ga-lit,,,1.0,2,🟡,https://example.com/audio/tagalog/galit.mp3,./tagalog_audio/galit.mp3
Gamit, Thing, ga-mit, Ingatan ang gamit mo., Take care of your things.,,3,🟠,https://example.com/audio/tagalog/gamit.mp3,./tagalog_audio/gamit.mp3
Gamitin, Use, ga-mi-tin, Dapat gamitin nang tama ang mga kasangkapan., Tools should be used properly.,,3,🟠,https://example.com/audio/tagalog/gamitin.mp3,./tagalog_audio/gamitin.mp3
Gatas, Milk, ga-tas, Umiinom siya ng gatas tuwing umaga., He drinks milk every morning.,1.0,3,🟠,https://example.com/audio/tagalog/gatas.mp3,./tagalog_audio/gatas.mp3
Gatasan, Dairy farm, ga-ta-san, Pumunta kami sa gatasan kahapon., We went to the dairy farm yesterday.,,3,🟠,https://example.com/audio/tagalog/gatasan.mp3,./tagalog_audio/gatasan.mp3
Gawa, Work, ga-wa, Maraming gawa sa opisina ngayon., There is a lot of work in the office today.,,1,🟢,https://example.com/audio/tagalog/gawa.mp3,./tagalog_audio/gawa.mp3
Ginto, Gold, gin-to, Ang singsing niya ay gawa sa ginto., His ring is made of gold.,,3,🟠,https://example.com/audio/tagalog/ginto.mp3,./tagalog_audio/ginto.mp3
Gising, Awake, gi-sing, Gising na siya bago sumikat ang araw., He is awake before the sun rises.,1.0,3,🟠,https://example.com/audio/tagalog/gising.mp3,./tagalog_audio/gising.mp3
