Filippino Word,English Word,Pronunciation,Example Context,Example English,Difficulty Level,Icon,Real Audio,Part of Speech
Epiko, Epic, e-pi-ko, Binasa namin ang isang epiko sa klase., We read an epic in class.,3,🟠,./tagalog_audio/epiko.mp3,PROPN
Episode,Episode,Eh-pee-sod,Nasa TV ang episode.,The episode is on TV.,3,🟠,./tagalog_audio/episode.mp3,NOUN
Epok, Era, e-pok, Ang epok na ito ay puno ng pagbabago., This era is full of changes.,1,🟢,./tagalog_audio/epok.mp3,NOUN
Equal,Equal,Ee-kwal,Equal ang puntos natin.,Our points are equal.,3,🟠,./tagalog_audio/equal.mp3,ADJ
Eraser,Eraser,Eh-rey-ser,Nasa mesa ang eraser.,The eraser is on the table.,3,🟠,./tagalog_audio/eraser.mp3,NOUN
Ermitanyo, Hermit, er-mi-tan-yo, Nakatira ang ermitanyo sa bundok., The hermit lives in the mountains.,3,🟠,./tagalog_audio/ermitanyo.mp3,VERB
Eroplano, Airplane, e-ro-pla-no, Lumipad ang eroplano sa himpapawid., The airplane flew in the sky.,3,🟠,./tagalog_audio/eroplano.mp3,NOUN
Error,Error,Eh-ror,May error ang sagot.,There's an error in the answer.,3,🟠,./tagalog_audio/error.mp3,NOUN
Eskalera,Staircase,Es-kah-leh-rah,Nasa eskalera ang bata.,The child is on the staircase.,3,🟠,./tagalog_audio/eskalera.mp3,VERB
Eskandalo, Scandal, es-kan-da-lo, Malaking eskandalo ang nangyari kahapon., A big scandal happened yesterday.,3,🟠,./tagalog_audio/eskandalo.mp3,NOUN
Eskandaloso,Scandalous,Es-kan-dah-loh-soh,Eskandaloso ang balita.,The news is scandalous.,3,🟠,./tagalog_audio/eskandaloso.mp3,ADJ
Eskina,Corner (street),Es-kee-nah,Nasa eskina ang tindahan.,The store is at the corner.,3,🟠,./tagalog_audio/eskina.mp3,PROPN
Eskoba,Broom,Es-ko-bah,Gamitin mo ang eskoba.,Use the broom.,3,🟠,./tagalog_audio/eskoba.mp3,NOUN
Eskolar,Scholar,Es-ko-lar,Eskolar ang kapatid ko.,My sibling is a scholar.,3,🟠,./tagalog_audio/eskolar.mp3,NOUN
Eskriba,Scribe,Es-kree-bah,Eskriba ang lolo ko noon.,My grandpa was a scribe back then.,3,🟠,./tagalog_audio/eskriba.mp3,VERB
Eskrim,Fence,Es-kreem,Mataas ang eskrim sa bahay.,The fence at the house is high.,3,🟠,./tagalog_audio/eskrim.mp3,NOUN
Eskrin,Screen,Es-kreen,Nasa eskrin ang pelikula.,The movie is on the screen.,3,🟠,./tagalog_audio/eskrin.mp3,PROPN
Eskultura, Sculpture, es-kul-tu-ra, Ang eskultura ay gawa sa kahoy., The sculpture is made of wood.,3,🟠,./tagalog_audio/eskultura.mp3,PROPN
Eskuwela,School,Es-kweh-lah,Nasa eskuwela ang anak ko.,My child is at school.,2,🟡,./tagalog_audio/eskuwela.mp3,NOUN
Eskwela, School, es-kwe-la, Araw-araw siyang pumapasok sa eskwela., He goes to school every day.,2,🟡,./tagalog_audio/eskwela.mp3,PROPN
Espada, Sword, es-pa-da, Gamit niya ang espada sa laban., He uses a sword in the battle.,3,🟠,./tagalog_audio/espada.mp3,PROPN
Espasyo,Space,Es-pas-yoh,Malaki ang espasyo dito.,The space here is big.,3,🟠,./tagalog_audio/espasyo.mp3,NOUN
Espeho,Mirror,Es-peh-hoh,Nasa banyo ang espeho.,The mirror is in the bathroom.,3,🟠,./tagalog_audio/espeho.mp3,NOUN
Espesyal, Special, es-pe-syal, Espesyal ang araw na ito para sa akin., This day is special for me.,3,🟠,./tagalog_audio/espesyal.mp3,PROPN
Espiritu,Spirit,Es-pee-ree-too,Malakas ang espiritu niya.,His spirit is strong.,3,🟠,./tagalog_audio/espiritu.mp3,PROPN
Espiritwal,Spiritual,Es-pee-reet-wal,Espiritwal ang dasal.,The prayer is spiritual.,3,🟠,./tagalog_audio/espiritwal.mp3,ADJ
Espongha,Sponge,Es-pon-hah,Gamitin mo ang espongha.,Use the sponge.,3,🟠,./tagalog_audio/espongha.mp3,NOUN
Estadyum,Stadium,Es-tad-yum,Nasa estadyum ang laro.,The game is in the stadium.,3,🟠,./tagalog_audio/estadyum.mp3,NOUN
Estante,Shelf,Es-tan-teh,Nasa estante ang libro.,The book is on the shelf.,3,🟠,./tagalog_audio/estante.mp3,NOUN
Estasyon,Station,Es-tas-yon,Nasa estasyon ang tren.,The train is at the station.,3,🟠,./tagalog_audio/estasyon.mp3,NOUN
Estasyon-wagon,Station wagon,Es-tas-yon-wah-gon,Nasa garahe ang estasyon-wagon.,The station wagon is in the garage.,3,🟠,./tagalog_audio/estasyon-wagon.mp3,NOUN
Estimasyon,Estimation,Es-tee-mah-syon,Ano ang estimasyon mo?,What's your estimation?,3,🟠,./tagalog_audio/estimasyon.mp3,NOUN
Estino,Stubborn,Es-tee-noh,Estino ang kapatid ko.,My sibling is stubborn.,3,🟠,./tagalog_audio/estino.mp3,ADJ
Estopado,Stewed meat,Es-toh-pah-doh,Gusto ko ng estopado.,I want stewed meat.,3,🟠,./tagalog_audio/estopado.mp3,VERB
Estorya,Story,Es-tor-yah,Maganda ang estorya niya.,His story is nice.,3,🟠,./tagalog_audio/estorya.mp3,NOUN
Estranghero, Stranger, es-trang-he-ro, May estrangherong dumaan sa kalsada., A stranger passed by the street.,3,🟠,./tagalog_audio/estranghero.mp3,PROPN
Estratehiya, Strategy, es-tra-te-hi-ya, Kailangan ng matibay na estratehiya., A strong strategy is needed.,3,🟠,./tagalog_audio/estratehiya.mp3,NOUN
Estrikto,Strict,Es-treek-toh,Estrikto ang guro ko.,My teacher is strict.,3,🟠,./tagalog_audio/estrikto.mp3,ADJ
Estudiante,Student (variant),Es-too-dee-yan-teh,Estudiante si Juan.,Juan is a student.,3,🟠,./tagalog_audio/estudiante.mp3,NOUN
Estudyante, Student, es-tu-dyan-te, Masipag mag-aral ang estudyante., The student studies diligently.,3,🟠,./tagalog_audio/estudyante.mp3,NOUN
Etika, Ethics, e-ti-ka, Mahalaga ang etika sa trabaho., Ethics are important in work.,3,🟠,./tagalog_audio/etika.mp3,PROPN
Etyolohiya, Etymology, e-tyo-lo-hi-ya, Pinag-aralan namin ang etyolohiya ng salita., We studied the etymology of the word.,3,🟠,./tagalog_audio/etyolohiya.mp3,PROPN
Fabrika, Factory, fab-ri-ka, Nagtatrabaho siya sa isang fabrika., He works in a factory.,3,🟠,./tagalog_audio/fabrika.mp3,PROPN
Familia, Family, fa-mi-lya, Mahalaga ang familia sa buhay., Family is important in life.,3,🟠,./tagalog_audio/familia.mp3,PROPN
Famous, Famous, fa-mos, Sikat siya dahil famous ang kanyang kanta., He is popular because his song is famous.,3,🟠,./tagalog_audio/famous.mp3,PROPN
Fan, Fan, fan, Binuksan niya ang fan dahil mainit., He turned on the fan because it's hot.,1,🟢,./tagalog_audio/fan.mp3,PROPN
Fantasia, Fantasy, fan-ta-sya, Gusto niyang mabuhay sa isang fantasia., He wants to live in a fantasy.,3,🟠,./tagalog_audio/fantasia.mp3,PROPN
Farm, Farm, farm, May malaking farm ang kanyang pamilya., His family owns a large farm.,1,🟢,./tagalog_audio/farm.mp3,PROPN
Farmacia, Pharmacy, far-ma-sya, Bumili siya ng gamot sa farmacia., He bought medicine at the pharmacy.,3,🟠,./tagalog_audio/farmacia.mp3,PROPN
Farmer, Farmer, far-mer, Masipag ang farmer sa bukid., The farmer is hardworking in the field.,3,🟠,./tagalog_audio/farmer.mp3,PROPN
Federasyon,Federation,fe-de-ra-syon,Kasapi siya ng isang federasyon.,He is a member of a federation.,3,🟠,./tagalog_audio/federasyon.mp3,PROPN
Felicidad, Happiness, fe-li-si-dad, Ang tunay na felicidad ay nasa pamilya., True happiness is with family.,3,🟠,./tagalog_audio/felicidad.mp3,NOUN
Feria, Fair, fe-ri-a, Pumunta kami sa feria kagabi., We went to the fair last night.,3,🟠,./tagalog_audio/feria.mp3,PROPN
Feroz, Fierce, fe-roz, Feroz ang leon sa gubat., The lion in the jungle is fierce.,3,🟠,./tagalog_audio/feroz.mp3,VERB
Fertilizer,Fertilizer,fer-ti-li-zer,Gumagamit sila ng fertilizer sa bukid.,They use fertilizer on the farm.,3,🟠,./tagalog_audio/fertilizer.mp3,PROPN
Fiesta, Festival, fies-ta, Masaya ang fiesta sa aming bayan., The festival in our town is fun.,3,🟠,./tagalog_audio/fiesta.mp3,PROPN
File,File,fi-le,Itago mo ang file sa isang ligtas na lugar.,Keep the file in a safe place.,1,🟢,./tagalog_audio/file.mp3,VERB
Filipino, Filipino, fi-li-pi-no, Ako ay isang Filipino., I am a Filipino.,3,🟠,./tagalog_audio/filipino.mp3,PROPN
Fin, End, fin, Malapit na ang fin ng pelikula., The movie is about to end.,1,🟢,./tagalog_audio/fin.mp3,NOUN
Final, Final, fi-nal, Malapit na ang final exam., The final exam is near.,3,🟠,./tagalog_audio/final.mp3,PROPN
Firma, Signature, fir-ma, Ilagay mo ang firma mo sa papel., Put your signature on the paper.,3,🟠,./tagalog_audio/firma.mp3,NOUN
Flor, Flower, flor, Maganda ang flor sa hardin., The flower in the garden is beautiful.,1,🟢,./tagalog_audio/flor.mp3,PROPN
Florera,Flower Vase,flo-re-ra,Nasa mesa ang florera na may bulaklak.,The flower vase with flowers is on the table.,3,🟠,./tagalog_audio/florera.mp3,PROPN
Fondo, Fund, fon-do, May sapat siyang fondo para sa negosyo., He has enough funds for the business.,3,🟠,./tagalog_audio/fondo.mp3,PROPN
Forma, Form, for-ma, Punan mo ang forma bago ipasa., Fill out the form before submitting it.,3,🟠,./tagalog_audio/forma.mp3,NOUN
Fortaleza, Strength, for-ta-le-za, Malakas ang kanyang fortaleza., His strength is great.,3,🟠,./tagalog_audio/fortaleza.mp3,PROPN
Franco, Frank, fran-ko, Maging franco ka sa pagsasalita., Be frank in speaking.,3,🟠,./tagalog_audio/franco.mp3,PROPN
Frasco, Bottle, fras-ko, May laman na tubig ang frasco., The bottle contains water.,3,🟠,./tagalog_audio/frasco.mp3,NOUN
Fresco, Fresh, fres-ko, Masarap ang fresco na prutas., The fresh fruit is delicious.,3,🟠,./tagalog_audio/fresco.mp3,PROPN
Frutas,Fruits,fru-tas,Masustansya ang pagkain ng frutas.,Eating fruits is nutritious.,3,🟠,./tagalog_audio/frutas.mp3,NOUN
Fuego, Fire, fue-go, May fuego sa bundok., There is a fire in the mountain.,3,🟠,./tagalog_audio/fuego.mp3,PROPN
Fuente, Fountain, fuen-te, Maganda ang fuente sa plaza., The fountain in the plaza is beautiful.,3,🟠,./tagalog_audio/fuente.mp3,NOUN
Fuerte, Strong, fuer-te, Fuerte ang kanyang pangangatawan., His body is strong.,3,🟠,./tagalog_audio/fuerte.mp3,ADJ
Fundamento, Foundation, fun-da-men-to, Malakas ang fundamento ng bahay nila., The foundation of their house is strong.,3,🟠,./tagalog_audio/fundamento.mp3,PROPN
Futbol, Football, fut-bol, Mahilig siya sa futbol., He loves football.,3,🟠,./tagalog_audio/futbol.mp3,PROPN
Futuro, Future, fu-tu-ro, Mahalaga ang edukasyon para sa futuro., Education is important for the future.,3,🟠,./tagalog_audio/futuro.mp3,NOUN
Gabi, Night, ga-bi, Tahimik ang gabi sa probinsya., The night is quiet in the province.,1,🟢,./tagalog_audio/gabi.mp3,PROPN
Galing, Skill, ga-ling, Ipinakita niya ang kanyang galing sa sayaw., He showed his skill in dancing.,3,🟠,./tagalog_audio/galing.mp3,NOUN
Galit,Angry,ga-lit,,,2,🟡,./tagalog_audio/galit.mp3,ADJ
Gamit, Thing, ga-mit, Ingatan ang gamit mo., Take care of your things.,3,🟠,./tagalog_audio/gamit.mp3,NOUN
Gamitin, Use, ga-mi-tin, Dapat gamitin nang tama ang mga kasangkapan., Tools should be used properly.,3,🟠,./tagalog_audio/gamitin.mp3,PROPN
Gatas, Milk, ga-tas, Umiinom siya ng gatas tuwing umaga., He drinks milk every morning.,3,🟠,./tagalog_audio/gatas.mp3,NOUN
Gatasan, Dairy farm, ga-ta-san, Pumunta kami sa gatasan kahapon., We went to the dairy farm yesterday.,3,🟠,./tagalog_audio/gatasan.mp3,PROPN
Gawa, Work, ga-wa, Maraming gawa sa opisina ngayon., There is a lot of work in the office today.,1,🟢,./tagalog_audio/gawa.mp3,VERB
Ginto, Gold, gin-to, Ang singsing niya ay gawa sa ginto., His ring is made of gold.,3,🟠,./tagalog_audio/ginto.mp3,NOUN
Gising, Awake, gi-sing, Gising na siya bago sumikat ang araw., He is awake before the sun rises.,3,🟠,./tagalog_audio/gising.mp3,ADJ
Gisingin, Wake up, gi-si-ngin, Gisingin mo ako ng maaga bukas., Wake me up early tomorrow.,3,🟠,./tagalog_audio/gisingin.mp3,VERB
Gitna, Middle, git-na, Nasa gitna ng mesa ang libro., The book is in the middle of the table.,3,🟠,./tagalog_audio/gitna.mp3,ADJ
Guhit, Line/Drawing, gu-hit, Gumuhit siya ng magandang larawan., He drew a beautiful picture.,3,🟠,./tagalog_audio/guhit.mp3,PROPN
Gulay, Vegetables, gu-lay,,,3,🟠,./tagalog_audio/gulay.mp3,NOUN
Gumagalaw, Moving, gu-ma-ga-law, Gumagalaw ang ulap sa langit., The clouds are moving in the sky.,3,🟠,./tagalog_audio/gumagalaw.mp3,VERB
Gumagana, Working, gu-ma-ga-na, Gumagana nang maayos ang telepono ko., My phone is working properly.,2,🟡,./tagalog_audio/gumagana.mp3,PROPN
Gumamit, Use, gu-ma-mit, Gumamit siya ng lapis sa pagsusulat., He used a pencil for writing.,3,🟠,./tagalog_audio/gumamit.mp3,PROPN
Gumawa, Create, gu-ma-wa, Gumawa siya ng magandang kanta., He created a beautiful song.,3,🟠,./tagalog_audio/gumawa.mp3,VERB
Gumising, Wake up, gu-mi-sing, Gumising siya ng maaga., He woke up early.,3,🟠,./tagalog_audio/gumising.mp3,VERB
Gumuhit, Draw, gu-mu-hit, Gumuhit siya ng magandang tanawin., He drew a beautiful scenery.,3,🟠,./tagalog_audio/gumuhit.mp3,VERB
Gumulong, Roll, gu-mu-long, Gumulong ang bola sa sahig., The ball rolled on the floor.,3,🟠,./tagalog_audio/gumulong.mp3,PROPN
Gupit, Haircut, gu-pit, Nagpagupit siya kahapon., He got a haircut yesterday.,3,🟠,./tagalog_audio/gupit.mp3,PROPN
Gupitin, Cut, gu-pi-tin, Gupitin mo ang papel sa tamang sukat., Cut the paper to the correct size.,3,🟠,./tagalog_audio/gupitin.mp3,NOUN
Guro, Teacher, gu-ro,,,1,🟢,./tagalog_audio/guro.mp3,NOUN
Gusali, Building, gu-sa-li, Malaki ang gusali sa lungsod., The building in the city is big.,3,🟠,./tagalog_audio/gusali.mp3,NOUN
Gutom,Hunger,gu-tom, Nakaramdam siya ng gutom pagkatapos magtrabaho., He felt hungry after working.,3,🟠,./tagalog_audio/gutom.mp3,NOUN
Habang, While, ha-bang, Habang kumakain -  nanonood kami ng TV., While eating - we watched TV.,3,🟠,./tagalog_audio/habang.mp3,SCONJ
Hagdan, Stairs, hag-dan, Umakyat siya sa hagdan., He climbed the stairs.,3,🟠,./tagalog_audio/hagdan.mp3,NOUN
Hagis, Throw, ha-gis, Huwag mong ihagis ang bola sa loob ng bahay., Don't throw the ball inside the house.,3,🟠,./tagalog_audio/hagis.mp3,VERB
Halaman, Plant, ha-la-man, Maraming halaman sa hardin., There are many plants in the garden.,3,🟠,./tagalog_audio/halaman.mp3,PROPN
Halik, Kiss, ha-lik, Binigyan siya ng halik ng kanyang ina., His mother gave him a kiss.,3,🟠,./tagalog_audio/halik.mp3,PROPN
Hamon, Challenge, ha-mon, Tinanggap niya ang hamon ng laro., He accepted the challenge of the game.,3,🟠,./tagalog_audio/hamon.mp3,VERB
Hampas, Hit, ham-pas, Huwag mong hampasin ang mesa., Don't hit the table.,3,🟠,./tagalog_audio/hampas.mp3,VERB
Handa, Ready, han-da, Handa na akong umalis., I am ready to leave.,3,🟠,./tagalog_audio/handa.mp3,ADJ
Hangin, Wind, ha-ngin, Malakas ang hangin sa tabing-dagat., The wind is strong by the shore.,3,🟠,./tagalog_audio/hangin.mp3,NOUN
Hapon, Afternoon, ha-pon, Magkita tayo mamayang hapon., Let's meet this afternoon.,3,🟠,./tagalog_audio/hapon.mp3,PROPN
Hapunan, Dinner, ha-pu-nan, Masarap ang hapunan namin., Our dinner was delicious.,3,🟠,./tagalog_audio/hapunan.mp3,PROPN
Harap, Front, ha-rap,,,3,🟠,./tagalog_audio/harap.mp3,PROPN
Hati, Half, ha-ti, Hinati niya ang tinapay sa dalawa., He divided the bread into two.,1,🟢,./tagalog_audio/hati.mp3,NOUN
Hatinggabi, Midnight, ha-ting-ga-bi, Natulog siya bago maghatinggabi., He slept before midnight.,3,🟠,./tagalog_audio/hatinggabi.mp3,PROPN
Hawak, Hold, ha-wak, Hawakan mong mabuti ang bag mo., Hold your bag tightly.,3,🟠,./tagalog_audio/hawak.mp3,VERB
Higa, Lie down, hi-ga, Higa ka muna at magpahinga., Lie down and rest for a while.,1,🟢,./tagalog_audio/higa.mp3,VERB
Himig, Tune, hi-mig, Maganda ang himig ng awitin., The tune of the song is beautiful.,3,🟠,./tagalog_audio/himig.mp3,PROPN
Hina, Weakness, hi-na, Ramdam niya ang hina ng kanyang katawan., He feels the weakness of his body.,1,🟢,./tagalog_audio/hina.mp3,NOUN
Hinang, Welding, hi-nang, Hinangin ang bakal upang pagdugtungin., The metal was welded together.,3,🟠,./tagalog_audio/hinang.mp3,NOUN
Hindi, No, hin-di, Hindi ako makakapunta ngayon., I can't come today.,3,🟠,./tagalog_audio/hindi.mp3,NOUN
Hinila, Pulled, hi-ni-la, Hinila niya ang lubid nang malakas., He pulled the rope hard.,3,🟠,./tagalog_audio/hinila.mp3,VERB
Hinog, Ripe, hi-nog, Hinog na ang mangga., The mango is ripe.,3,🟠,./tagalog_audio/hinog.mp3,ADJ
Hinto, Stop, hin-to, Hinto ka sa tawiran., Stop at the pedestrian lane.,3,🟠,./tagalog_audio/hinto.mp3,VERB
Hubog, Shape, hu-bog, Maganda ang hubog ng buwan ngayong gabi., The shape of the moon is beautiful tonight.,3,🟠,./tagalog_audio/hubog.mp3,PROPN
Hugas, Wash, hu-gas, Hugasan mo muna ang kamay mo bago kumain., Wash your hands before eating.,3,🟠,./tagalog_audio/hugas.mp3,PROPN
Huli,Late,hoo-li,Nahuli siya sa klase kanina.,He was late for class earlier.,1,🟢,./tagalog_audio/huli.mp3,ADV
Hulog,Fall,hoo-log,Nahulog ang kanyang cellphone sa sahig.,His cellphone fell on the floor.,3,🟠,./tagalog_audio/hulog.mp3,VERB
Husay, Skill, hu-say, Ipinakita niya ang kanyang husay sa sayaw., He showed his skill in dancing.,3,🟠,./tagalog_audio/husay.mp3,NOUN
Huwag, Don't, hu-wag, Huwag mong kalimutan ang susi., Don't forget the key.,3,🟠,./tagalog_audio/huwag.mp3,VERB
Huwaran, Model, hu-wa-ran, Siya ay isang huwarang mag-aaral., He is an exemplary student.,3,🟠,./tagalog_audio/huwaran.mp3,PROPN
Huwebes, Thursday, hwe-bes,,,3,🟠,./tagalog_audio/huwebes.mp3,PROPN
Ibaba, Lower / Down, i-ba-ba, Ibaba mo ang boses mo., Lower your voice.,3,🟠,./tagalog_audio/ibaba.mp3,ADJ
Ibabaw, Top, i-ba-baw, Nasa ibabaw ng lamesa ang libro., The book is on top of the table.,3,🟠,./tagalog_audio/ibabaw.mp3,PROPN
Ibenta, Sell, i-ben-ta, Ibenta mo ang lumang sapatos mo., Sell your old shoes.,3,🟠,./tagalog_audio/ibenta.mp3,PROPN
Ibon, Bird, i-bon, Lumilipad ang ibon sa langit., The bird is flying in the sky.,1,🟢,./tagalog_audio/ibon.mp3,PROPN
Iboto, Vote, i-bo-to, Iboto mo ang tamang kandidato., Vote for the right candidate.,3,🟠,./tagalog_audio/iboto.mp3,VERB
Igalang, Respect, i-ga-lang, Dapat igalang natin ang matatanda., We should respect the elderly.,3,🟠,./tagalog_audio/igalang.mp3,NOUN
Igop,Sip,ee-gop,Igop mo ang sopas habang mainit pa.,Sip the soup while it's still hot.,1,🟢,./tagalog_audio/igop.mp3,VERB
Ihanda, Prepare, i-han-da, Ihanda mo ang pagkain bago sila dumating., Prepare the food before they arrive.,3,🟠,./tagalog_audio/ihanda.mp3,VERB
Ihi, Urinate, i-hi, Pumunta siya sa banyo para umihi., He went to the bathroom to urinate.,1,🟢,./tagalog_audio/ihi.mp3,PROPN
Ihip, Blow (of wind), i-hip, Malakas ang ihip ng hangin., The wind is blowing strongly.,1,🟢,./tagalog_audio/ihip.mp3,PROPN
Ihiwalay, Separate, i-hi-wa-lay, Ihiwalay ang puti sa de-kulay na damit., Separate the whites from the colored clothes.,3,🟠,./tagalog_audio/ihiwalay.mp3,ADJ
Iikot, Will turn, i-i-kot, Iikot ang mundo kahit anong mangyari., The world will turn no matter what.,3,🟠,./tagalog_audio/iikot.mp3,AUX
Iinit, Will get hot, i-i-nit, Iinit ang tubig kapag pinakuluan., The water will get hot when boiled.,3,🟠,./tagalog_audio/iinit.mp3,AUX
Iisa, Only one, i-i-sa, Iisa lang ang natitirang tinapay., Only one piece of bread is left.,1,🟢,./tagalog_audio/iisa.mp3,ADV
Ikaw, You, i-kaw, Ikaw ba ang nagluto nito?, Did you cook this?,1,🟢,./tagalog_audio/ikaw.mp3,PRON
Ikot,Turn,ee-kot,Ikot tayo sa paligid ng parke.,Let's turn around the park.,1,🟢,./tagalog_audio/ikot.mp3,VERB
Ilag, Dodge, i-lag, Kailangan mong ilag kapag may paparating na bola., You need to dodge when a ball is coming.,1,🟢,./tagalog_audio/ilag.mp3,PROPN
Ilagay, Put, i-la-gay, Ilagay mo ang aklat sa mesa., Put the book on the table.,3,🟠,./tagalog_audio/ilagay.mp3,VERB
Ilan, How many, i-lan, Ilan ang gusto mong bilhin?, How many do you want to buy?,1,🟢,./tagalog_audio/ilan.mp3,SCONJ
Ilang, Few, i-lang, Ilang beses mo nang sinabi ito?, How many times have you said this?,3,🟠,./tagalog_audio/ilang.mp3,ADJ
Ilaw, Light, i-law, Naka-off ang ilaw sa kwarto., The light in the room is off.,1,🟢,./tagalog_audio/ilaw.mp3,PROPN
Iligpit, Tidy up, i-lig-pit, Iligpit mo ang iyong laruan., Tidy up your toys.,3,🟠,./tagalog_audio/iligpit.mp3,VERB
Ilog, River, i-log, Malawak ang ilog sa aming bayan., The river in our town is wide.,1,🟢,./tagalog_audio/ilog.mp3,PROPN
Ilog-ilog, Stream, i-log i-log, Malinaw ang tubig sa ilog-ilog., The water in the stream is clear.,3,🟠,./tagalog_audio/ilog-ilog.mp3,PROPN
Imahe,Image,ee-ma-he,Malinaw ang imahe sa camera.,The image on the camera is clear.,3,🟠,./tagalog_audio/imahe.mp3,NOUN
Imbak, Store, im-bak, Nag-imbak kami ng pagkain para sa tag-ulan., We stored food for the rainy season.,3,🟠,./tagalog_audio/imbak.mp3,PROPN
Imbitahan, Invite, im-bi-ta-han, Imbitahan mo sila sa iyong kaarawan., Invite them to your birthday.,3,🟠,./tagalog_audio/imbitahan.mp3,VERB
Imposible, Impossible, im-po-si-ble, Walang imposibleng mangyari kung susubukan., Nothing is impossible if you try.,3,🟠,./tagalog_audio/imposible.mp3,ADJ
Inang, Mother, i-nang, Mahal ko ang aking inang., I love my mother.,3,🟠,./tagalog_audio/inang.mp3,PROPN
Ingat, Careful, in-gat, Mag-ingat ka sa daan., Be careful on the road.,3,🟠,./tagalog_audio/ingat.mp3,ADJ
Inip,Bored,ee-nip,Naiinip na ako sa pila.,I'm getting bored in the line.,1,🟢,./tagalog_audio/inip.mp3,ADJ
Inom, Drink, i-nom,,,1,🟢,./tagalog_audio/inom.mp3,VERB
Ipis, Cockroach, i-pis, May ipis sa kusina!, There is a cockroach in the kitchen!,1,🟢,./tagalog_audio/ipis.mp3,PROPN
Irog, Beloved, i-rog, Siya ang aking irog., She is my beloved.,1,🟢,./tagalog_audio/irog.mp3,ADJ
Isa, One, i-sa,,,1,🟢,./tagalog_audio/isa.mp3,NUM
Isda,Fish,ees-da,Bumili ako ng isda sa palengke.,I bought fish at the market.,1,🟢,./tagalog_audio/isda.mp3,NOUN
Istasyon, Station, is-ta-syon,,,3,🟠,./tagalog_audio/istasyon.mp3,PROPN
Itaas, Up, i-ta-as,,,3,🟠,./tagalog_audio/itaas.mp3,ADP
Itim,Black,ee-tim,Itim ang kanyang buhok.,His hair is black.,1,🟢,./tagalog_audio/itim.mp3,ADJ
Iwas,Avoid,ee-was,Iwasan mong uminom ng malamig na tubig.,Avoid drinking cold water.,1,🟢,./tagalog_audio/iwas.mp3,VERB
Iyo, Yours, i-yo,,,1,🟢,./tagalog_audio/iyo.mp3,NOUN
Jaketa, Jacket, ja-ke-ta, Suot niya ang makapal na jaketa., He is wearing a thick jacket.,3,🟠,./tagalog_audio/jaketa.mp3,PROPN
Jalapeno, Jalapeno, ha-la-pe-nyo, Mahilig siya sa maanghang kaya gusto niya ang jalapeño., He likes spicy food so he loves jalapos.,3,🟠,./tagalog_audio/jalapeno.mp3,PROPN
Jambol, Jumble, jam-bol, Magulo ang jambol ng kanyang mga gamit., His things are in a jumble.,3,🟠,./tagalog_audio/jambol.mp3,PROPN
Jamboree, Jamboree, jam-bo-ri, Umatend siya ng jamboree ng mga scouts., He attended the scouts' jamboree.,3,🟠,./tagalog_audio/jamboree.mp3,PROPN
Jamon,Ham,ha-mon,Paborito niyang ulam ang jamon.,His favorite dish is ham.,3,🟠,./tagalog_audio/jamon.mp3,NOUN
Janela,Window,ja-ne-la,Buksan mo ang janela para pumasok ang hangin.,Open the window to let the air in.,3,🟠,./tagalog_audio/janela.mp3,NOUN
Japon, Japan, ha-pon, Pupunta siya sa Japon sa susunod na buwan., He will go to Japan next month.,3,🟠,./tagalog_audio/japon.mp3,PROPN
Japonika, Japanese persimmon, ha-po-ni-ka, May puno ng japonika sa kanilang bakuran., They have a Japanese persimmon tree in their yard.,3,🟠,./tagalog_audio/japonika.mp3,ADJ
Japonismo, Japanism, ha-po-nis-mo, Nakikita ang japonismo sa kanyang disenyo., Japanism is evident in his design.,3,🟠,./tagalog_audio/japonismo.mp3,PROPN
Jardin, Garden, jar-din, Maraming bulaklak sa jardin., There are many flowers in the garden.,3,🟠,./tagalog_audio/jardin.mp3,PROPN
Jardinero,Gardener,har-de-ne-ro,Ang jardinero ay nag-aalaga ng mga halaman.,The gardener takes care of the plants.,3,🟠,./tagalog_audio/jardinero.mp3,PROPN
Jaryo, Newspaper, jar-yo, Nagbabasa siya ng jaryo tuwing umaga., He reads the newspaper every morning.,3,🟠,./tagalog_audio/jaryo.mp3,PROPN
Jeep, Jeepney, jeep,,,1,🟢,./tagalog_audio/jeep.mp3,PROPN
Jelly, Jelly, je-li, Gusto ng bata ang jelly sa kanyang tinapay., The child likes jelly on his bread.,3,🟠,./tagalog_audio/jelly.mp3,PROPN
Jep, Jeep, jep, Sumakay kami ng jep papunta sa bayan., We rode a jeep to town.,1,🟢,./tagalog_audio/jep.mp3,PROPN
Jewel, Jewel, ju-wel, Mahal ang jewel na kanyang binili., The jewel he bought is expensive.,3,🟠,./tagalog_audio/jewel.mp3,PROPN
Jingle, Jingle, jin-gel, Narinig ko ang jingle ng kampanya., I heard the campaign jingle.,3,🟠,./tagalog_audio/jingle.mp3,PROPN
Jirafa, Giraffe, ji-ra-fa, May jirafa sa zoo., There is a giraffe at the zoo.,3,🟠,./tagalog_audio/jirafa.mp3,PROPN
Joke, Joke, jok, Natawa siya sa kanyang joke., He laughed at his joke.,1,🟢,./tagalog_audio/joke.mp3,PROPN
Jota,Dance,ho-ta,Sumayaw siya ng Jota sa pista.,He danced the Jota during the festival.,1,🟢,./tagalog_audio/jota.mp3,NOUN
